func_before,lines_before
"static void ptrace_siblings(pid_t pid, pid_t main_tid, std::set<pid_t>& tids) {
  char task_path[64];
//// Attach to a thread, and verify that it's still a member of the given process
 
  snprintf(task_path, sizeof(task_path), ""/proc/%d/task"", pid);
 
   std::unique_ptr<DIR, int (*)(DIR*)> d(opendir(task_path), closedir);
 
 if (!d) {
    ALOGE(""debuggerd: failed to open /proc/%d/task: %s"", pid, strerror(errno));
 return;
 }

 struct dirent* de;
 while ((de = readdir(d.get())) != NULL) {
 if (!strcmp(de->d_name, ""."") || !strcmp(de->d_name, "".."")) {
 continue;
 }

 char* end;
 pid_t tid = strtoul(de->d_name, &end, 10);
 if (*end) {
 continue;
 }

 if (tid == main_tid) {

       continue;
     }
 
    if (ptrace(PTRACE_ATTACH, tid, 0, 0) < 0) {
       ALOGE(""debuggerd: ptrace attach to %d failed: %s"", tid, strerror(errno));
       continue;
     }

    tids.insert(tid);
 }
}
","  char task_path[64];
  snprintf(task_path, sizeof(task_path), ""/proc/%d/task"", pid);
    if (ptrace(PTRACE_ATTACH, tid, 0, 0) < 0) {
"
"bool ASessionDescription::getDimensions(
 size_t index, unsigned long PT,
 int32_t *width, int32_t *height) const {

     *width = 0;
     *height = 0;
 
    char key[20];
    sprintf(key, ""a=framesize:%lu"", PT);
     AString value;
     if (!findAttribute(index, key, &value)) {
         return false;
 }

 const char *s = value.c_str();
 char *end;
 *width = strtoul(s, &end, 10);
    CHECK_GT(end, s);
    CHECK_EQ(*end, '-');

    s = end + 1;
 *height = strtoul(s, &end, 10);
    CHECK_GT(end, s);
    CHECK_EQ(*end, '\0');

 return true;
}
","    char key[20];
    sprintf(key, ""a=framesize:%lu"", PT);
"
"void ASessionDescription::getFormatType(
 size_t index, unsigned long *PT,
 AString *desc, AString *params) const {
 AString format;
    getFormat(index, &format);

 const char *lastSpacePos = strrchr(format.c_str(), ' ');
    CHECK(lastSpacePos != NULL);

 char *end;
 unsigned long x = strtoul(lastSpacePos + 1, &end, 10);
    CHECK_GT(end, lastSpacePos + 1);
    CHECK_EQ(*end, '\0');

 
     *PT = x;
 
    char key[20];
    sprintf(key, ""a=rtpmap:%lu"", x);
 
     CHECK(findAttribute(index, key, desc));
 
    sprintf(key, ""a=fmtp:%lu"", x);
     if (!findAttribute(index, key, params)) {
         params->clear();
     }
}
","    char key[20];
    sprintf(key, ""a=rtpmap:%lu"", x);
    sprintf(key, ""a=fmtp:%lu"", x);
"
"bool SoftVPX::outputBufferSafe(OMX_BUFFERHEADERTYPE *outHeader) {
 uint32_t width = outputBufferWidth();
 uint32_t height = outputBufferHeight();

     uint64_t nFilledLen = width;
     nFilledLen *= height;
     if (nFilledLen > UINT32_MAX / 3) {
        ALOGE(""b/29421675, nFilledLen overflow %llu w %u h %u"", nFilledLen, width, height);
         android_errorWriteLog(0x534e4554, ""29421675"");
         return false;
     } else if (outHeader->nAllocLen < outHeader->nFilledLen) {
        ALOGE(""b/27597103, buffer too small"");
        android_errorWriteLog(0x534e4554, ""27597103"");
 return false;
 }

 return true;
}
","        ALOGE(""b/29421675, nFilledLen overflow %llu w %u h %u"", nFilledLen, width, height);
"
"static char* allocFromUTF16(const char16_t* in, size_t len)

 {
     if (len == 0) return getEmptyString();
 
    const ssize_t bytes = utf16_to_utf8_length(in, len);
    if (bytes < 0) {
         return getEmptyString();
     }
 
    SharedBuffer* buf = SharedBuffer::alloc(bytes+1);
     ALOG_ASSERT(buf, ""Unable to allocate shared buffer"");
     if (!buf) {
         return getEmptyString();
     }
 
    char* str = (char*)buf->data();
    utf16_to_utf8(in, len, str);
    return str;
 }
","    const ssize_t bytes = utf16_to_utf8_length(in, len);
    if (bytes < 0) {
    SharedBuffer* buf = SharedBuffer::alloc(bytes+1);
    char* str = (char*)buf->data();
    utf16_to_utf8(in, len, str);
    return str;
"
" static char* allocFromUTF32(const char32_t* in, size_t len)
{
 if (len == 0) {

         return getEmptyString();
     }
 
    const ssize_t bytes = utf32_to_utf8_length(in, len);
    if (bytes < 0) {
         return getEmptyString();
     }
 
    SharedBuffer* buf = SharedBuffer::alloc(bytes+1);
     ALOG_ASSERT(buf, ""Unable to allocate shared buffer"");
     if (!buf) {
         return getEmptyString();
     }
 
    char* str = (char*) buf->data();
    utf32_to_utf8(in, len, str);
 
    return str;
 }
","    const ssize_t bytes = utf32_to_utf8_length(in, len);
    if (bytes < 0) {
    SharedBuffer* buf = SharedBuffer::alloc(bytes+1);
    char* str = (char*) buf->data();
    utf32_to_utf8(in, len, str);
    return str;
"
"ssize_t utf16_to_utf8_length(const char16_t *src, size_t src_len)
{
 if (src == NULL || src_len == 0) {
 return -1;
 }

 size_t ret = 0;

     const char16_t* const end = src + src_len;
     while (src < end) {
         if ((*src & 0xFC00) == 0xD800 && (src + 1) < end
                && (*++src & 0xFC00) == 0xDC00) {
             ret += 4;
            src++;
         } else {
             ret += utf32_codepoint_utf8_length((char32_t) *src++);
         }
 }
 return ret;
}
","                && (*++src & 0xFC00) == 0xDC00) {
            src++;
"
"static int a2dp_command(struct a2dp_stream_common *common, char cmd)
{
 char ack;


     DEBUG(""A2DP COMMAND %s"", dump_a2dp_ctrl_event(cmd));
 
     /* send command */
    if (send(common->ctrl_fd, &cmd, 1, MSG_NOSIGNAL) == -1)
     {
         ERROR(""cmd failed (%s)"", strerror(errno));
         skt_disconnect(common->ctrl_fd);
        common->ctrl_fd = AUDIO_SKT_DISCONNECTED;
 return -1;
 }

 /* wait for ack byte */
 if (a2dp_ctrl_receive(common, &ack, 1) < 0)
 return -1;

    DEBUG(""A2DP COMMAND %s DONE STATUS %d"", dump_a2dp_ctrl_event(cmd), ack);

 if (ack == A2DP_CTRL_ACK_INCALL_FAILURE)
 return ack;
 if (ack != A2DP_CTRL_ACK_SUCCESS)
 return -1;

 return 0;
}
","    if (send(common->ctrl_fd, &cmd, 1, MSG_NOSIGNAL) == -1)
"
" static int a2dp_ctrl_receive(struct a2dp_stream_common *common, void* buffer, int length)
 {
    int ret = recv(common->ctrl_fd, buffer, length, MSG_NOSIGNAL);
     if (ret < 0)
     {
         ERROR(""ack failed (%s)"", strerror(errno));
         if (errno == EINTR)
         {
             /* retry again */
            ret = recv(common->ctrl_fd, buffer, length, MSG_NOSIGNAL);
             if (ret < 0)
             {
                ERROR(""ack failed (%s)"", strerror(errno));
               skt_disconnect(common->ctrl_fd);
               common->ctrl_fd = AUDIO_SKT_DISCONNECTED;
 return -1;
 }
 }
 else
 {
               skt_disconnect(common->ctrl_fd);
               common->ctrl_fd = AUDIO_SKT_DISCONNECTED;
 return -1;

 }
 }
 return ret;
}
","    int ret = recv(common->ctrl_fd, buffer, length, MSG_NOSIGNAL);
            ret = recv(common->ctrl_fd, buffer, length, MSG_NOSIGNAL);
"
"static void a2dp_open_ctrl_path(struct a2dp_stream_common *common)
{
 int i;

 /* retry logic to catch any timing variations on control channel */
 for (i = 0; i < CTRL_CHAN_RETRY_COUNT; i++)
 {
 /* connect control channel if not already connected */
 if ((common->ctrl_fd = skt_connect(A2DP_CTRL_PATH, common->buffer_sz)) > 0)
 {
 /* success, now check if stack is ready */
 if (check_a2dp_ready(common) == 0)

                 break;
 
             ERROR(""error : a2dp not ready, wait 250 ms and retry"");
            usleep(250000);
             skt_disconnect(common->ctrl_fd);
             common->ctrl_fd = AUDIO_SKT_DISCONNECTED;
         }
 
         /* ctrl channel not ready, wait a bit */
        usleep(250000);
     }
 }
","            usleep(250000);
        usleep(250000);
"
"static ssize_t in_read(struct audio_stream_in *stream, void* buffer,
 size_t bytes)
{
 struct a2dp_stream_in *in = (struct a2dp_stream_in *)stream;
 int read;

    DEBUG(""read %zu bytes, state: %d"", bytes, in->common.state);

 if (in->common.state == AUDIO_A2DP_STATE_SUSPENDED)
 {
        DEBUG(""stream suspended"");
 return -1;
 }

 /* only allow autostarting if we are in stopped or standby */
 if ((in->common.state == AUDIO_A2DP_STATE_STOPPED) ||
 (in->common.state == AUDIO_A2DP_STATE_STANDBY))
 {
        pthread_mutex_lock(&in->common.lock);

 if (start_audio_datapath(&in->common) < 0)
 {
 /* emulate time this write represents to avoid very fast write
               failures during transition periods or remote suspend */

 int us_delay = calc_audiotime(in->common.cfg, bytes);

 
             DEBUG(""emulate a2dp read delay (%d us)"", us_delay);
 
            usleep(us_delay);
             pthread_mutex_unlock(&in->common.lock);
             return -1;
         }

        pthread_mutex_unlock(&in->common.lock);
 }
 else if (in->common.state != AUDIO_A2DP_STATE_STARTED)
 {
        ERROR(""stream not in stopped or standby"");
 return -1;
 }

    read = skt_read(in->common.audio_fd, buffer, bytes);

 if (read == -1)
 {
        skt_disconnect(in->common.audio_fd);
        in->common.audio_fd = AUDIO_SKT_DISCONNECTED;
        in->common.state = AUDIO_A2DP_STATE_STOPPED;
 } else if (read == 0) {
        DEBUG(""read time out - return zeros"");
        memset(buffer, 0, bytes);
        read = bytes;
 }

    DEBUG(""read %d bytes out of %zu bytes"", read, bytes);
 return read;
}
","            usleep(us_delay);
"
"static ssize_t out_write(struct audio_stream_out *stream, const void* buffer,
 size_t bytes)
{
 struct a2dp_stream_out *out = (struct a2dp_stream_out *)stream;
 int sent;

    DEBUG(""write %zu bytes (fd %d)"", bytes, out->common.audio_fd);

    pthread_mutex_lock(&out->common.lock);

 if (out->common.state == AUDIO_A2DP_STATE_SUSPENDED)
 {
        DEBUG(""stream suspended"");
        pthread_mutex_unlock(&out->common.lock);
 return -1;
 }

 /* only allow autostarting if we are in stopped or standby */
 if ((out->common.state == AUDIO_A2DP_STATE_STOPPED) ||
 (out->common.state == AUDIO_A2DP_STATE_STANDBY))
 {
 if (start_audio_datapath(&out->common) < 0)
 {
 /* emulate time this write represents to avoid very fast write
               failures during transition periods or remote suspend */

 int us_delay = calc_audiotime(out->common.cfg, bytes);

 
             DEBUG(""emulate a2dp write delay (%d us)"", us_delay);
 
            usleep(us_delay);
             pthread_mutex_unlock(&out->common.lock);
             return -1;
         }
 }
 else if (out->common.state != AUDIO_A2DP_STATE_STARTED)
 {
        ERROR(""stream not in stopped or standby"");
        pthread_mutex_unlock(&out->common.lock);
 return -1;
 }

    pthread_mutex_unlock(&out->common.lock);
    sent = skt_write(out->common.audio_fd, buffer,  bytes);

 if (sent == -1) {
        skt_disconnect(out->common.audio_fd);
        out->common.audio_fd = AUDIO_SKT_DISCONNECTED;
 if (out->common.state != AUDIO_A2DP_STATE_SUSPENDED)
            out->common.state = AUDIO_A2DP_STATE_STOPPED;
 else
            ERROR(""write failed : stream suspended, avoid resetting state"");
 } else {
 const size_t frames = bytes / audio_stream_out_frame_size(stream);
        out->frames_rendered += frames;
        out->frames_presented += frames;
 }

    DEBUG(""wrote %d bytes out of %zu bytes"", sent, bytes);
 return sent;
}
","            usleep(us_delay);
"
"static int skt_read(int fd, void *p, size_t len)
{
 int read;
 struct pollfd pfd;
 struct timespec ts;

    FNLOG();

 
     ts_log(""skt_read recv"", len, NULL);
 
    if ((read = recv(fd, p, len, MSG_NOSIGNAL)) == -1)
     {
         ERROR(""write failed with errno=%d\n"", errno);
         return -1;
 }

 return read;
}
","    if ((read = recv(fd, p, len, MSG_NOSIGNAL)) == -1)
"
"static int skt_write(int fd, const void *p, size_t len)
{
 int sent;
 struct pollfd pfd;

    FNLOG();

    pfd.fd = fd;
    pfd.events = POLLOUT;


     /* poll for 500 ms */
 
     /* send time out */
    if (poll(&pfd, 1, 500) == 0)
         return 0;
 
     ts_log(""skt_write"", len, NULL);
 
    if ((sent = send(fd, p, len, MSG_NOSIGNAL)) == -1)
     {
         ERROR(""write failed with errno=%d\n"", errno);
         return -1;
 }

 return sent;
}
","    if (poll(&pfd, 1, 500) == 0)
    if ((sent = send(fd, p, len, MSG_NOSIGNAL)) == -1)
"
"static void *btif_hh_poll_event_thread(void *arg)
{
 btif_hh_device_t *p_dev = arg;
    APPL_TRACE_DEBUG(""%s: Thread created fd = %d"", __FUNCTION__, p_dev->fd);
 struct pollfd pfds[1];
 int ret;

    pfds[0].fd = p_dev->fd;
    pfds[0].events = POLLIN;


     uhid_set_non_blocking(p_dev->fd);
 
     while(p_dev->hh_keep_polling){
        ret = poll(pfds, 1, 50);
         if (ret < 0) {
             APPL_TRACE_ERROR(""%s: Cannot poll for fds: %s\n"", __FUNCTION__, strerror(errno));
             break;
 }
 if (pfds[0].revents & POLLIN) {
            APPL_TRACE_DEBUG(""btif_hh_poll_event_thread: POLLIN"");
            ret = uhid_event(p_dev);
 if (ret){
 break;
 }
 }
 }

    p_dev->hh_poll_thread_id = -1;
 return 0;
}
","        ret = poll(pfds, 1, 50);
"
" static int uhid_write(int fd, const struct uhid_event *ev)
 {
    ssize_t ret = write(fd, ev, sizeof(*ev));
     if (ret < 0){
         int rtn = -errno;
         APPL_TRACE_ERROR(""%s: Cannot write to uhid:%s"",
                         __FUNCTION__, strerror(errno));
 return rtn;
 } else if (ret != (ssize_t)sizeof(*ev)) {
        APPL_TRACE_ERROR(""%s: Wrong size written to uhid: %zd != %zu"",
                         __FUNCTION__, ret, sizeof(*ev));
 return -EFAULT;
 }

 return 0;
}
","    ssize_t ret = write(fd, ev, sizeof(*ev));
"
"void bta_hl_co_put_rx_data (UINT8 app_id, tBTA_HL_MDL_HANDLE mdl_handle,
                            UINT16 data_size, UINT8 *p_data, UINT16 evt)
{
    UINT8 app_idx, mcl_idx, mdl_idx;
 btif_hl_mdl_cb_t *p_dcb;
    tBTA_HL_STATUS status = BTA_HL_STATUS_FAIL;
 int            r;
    BTIF_TRACE_DEBUG(""%s app_id=%d mdl_handle=0x%x data_size=%d"",
                      __FUNCTION__,app_id, mdl_handle, data_size);

 if (btif_hl_find_mdl_idx_using_handle(mdl_handle, &app_idx, &mcl_idx, &mdl_idx))
 {
        p_dcb = BTIF_HL_GET_MDL_CB_PTR(app_idx, mcl_idx, mdl_idx);

 if ((p_dcb->p_rx_pkt = (UINT8 *)btif_hl_get_buf(data_size)) != NULL)
 {
            memcpy(p_dcb->p_rx_pkt, p_data, data_size);
 if (p_dcb->p_scb)

             {
                 BTIF_TRACE_DEBUG(""app_idx=%d mcl_idx=0x%x mdl_idx=0x%x data_size=%d"",
                                   app_idx, mcl_idx, mdl_idx, data_size);
                r = send(p_dcb->p_scb->socket_id[1], p_dcb->p_rx_pkt, data_size, 0);
 
                 if (r == data_size)
                 {
                    BTIF_TRACE_DEBUG(""socket send success data_size=%d"",  data_size);
                    status = BTA_HL_STATUS_OK;
 }
 else
 {
                    BTIF_TRACE_ERROR(""socket send failed r=%d data_size=%d"",r, data_size);
 }


 }
            btif_hl_free_buf((void **) &p_dcb->p_rx_pkt);
 }
 }

    bta_hl_ci_put_rx_data(mdl_handle,  status, evt);
}
","                r = send(p_dcb->p_scb->socket_id[1], p_dcb->p_rx_pkt, data_size, 0);
"
"static void sync_lockstate_on_connect(btif_hh_device_t *p_dev)
{
 int keylockstates;

    BTIF_TRACE_EVENT(""%s: Syncing keyboard lock states after ""\
 ""reconnect..."",__FUNCTION__);
 /*If the device is connected, update keyboard state */
    update_keyboard_lockstates(p_dev);

 /*Check if the lockstate of caps,scroll,num is set.
     If so, send a report to the kernel
    so the lockstate is in sync */
    keylockstates = get_keylockstates();
 if (keylockstates)
 {

         BTIF_TRACE_DEBUG(""%s: Sending hid report to kernel ""\
             ""indicating lock key state 0x%x"",__FUNCTION__,
             keylockstates);
        usleep(200000);
         toggle_os_keylockstates(p_dev->fd, keylockstates);
     }
     else
 {
        BTIF_TRACE_DEBUG(""%s: NOT sending hid report to kernel ""\
 ""indicating lock key state 0x%x"",__FUNCTION__,
            keylockstates);
 }
}
","        usleep(200000);
"
"static inline int btif_hl_close_select_thread(void)
{

     int result = 0;
     char sig_on = btif_hl_signal_select_exit;
     BTIF_TRACE_DEBUG(""btif_hl_signal_select_exit"");
    result = send(signal_fds[1], &sig_on, sizeof(sig_on), 0);
     if (btif_is_enabled())
     {
         /* Wait for the select_thread_id to exit if BT is still enabled
        and only this profile getting  cleaned up*/
 if (select_thread_id != -1) {
            pthread_join(select_thread_id, NULL);
            select_thread_id = -1;
 }
 }
    list_free(soc_queue);
 return result;
}
","    result = send(signal_fds[1], &sig_on, sizeof(sig_on), 0);
"
" static inline int btif_hl_select_close_connected(void){
     char sig_on = btif_hl_signal_select_close_connected;
     BTIF_TRACE_DEBUG(""btif_hl_select_close_connected"");
    return send(signal_fds[1], &sig_on, sizeof(sig_on), 0);
 }
","    return send(signal_fds[1], &sig_on, sizeof(sig_on), 0);
"
"static void *btif_hl_select_thread(void *arg){
    fd_set org_set, curr_set;
 int r, max_curr_s, max_org_s;
    UNUSED(arg);

    BTIF_TRACE_DEBUG(""entered btif_hl_select_thread"");
    FD_ZERO(&org_set);
    max_org_s = btif_hl_select_wakeup_init(&org_set);
    BTIF_TRACE_DEBUG(""max_s=%d "", max_org_s);

 for (;;)
 {
        r = 0;

         BTIF_TRACE_DEBUG(""set curr_set = org_set "");
         curr_set = org_set;
         max_curr_s = max_org_s;
        int ret = select((max_curr_s + 1), &curr_set, NULL, NULL, NULL);
         BTIF_TRACE_DEBUG(""select unblocked ret=%d"", ret);
         if (ret == -1)
         {
            BTIF_TRACE_DEBUG(""select() ret -1, exit the thread"");
            btif_hl_thread_cleanup();
            select_thread_id = -1;
 return 0;
 }
 else if (ret)
 {
            BTIF_TRACE_DEBUG(""btif_hl_select_wake_signaled, signal ret=%d"", ret);
 if (btif_hl_select_wake_signaled(&curr_set))
 {
                r = btif_hl_select_wake_reset();
                BTIF_TRACE_DEBUG(""btif_hl_select_wake_signaled, signal:%d"", r);
 if (r == btif_hl_signal_select_wakeup || r == btif_hl_signal_select_close_connected )
 {
                    btif_hl_select_wakeup_callback(&org_set, r);
 }
 else if( r == btif_hl_signal_select_exit)
 {
                    btif_hl_thread_cleanup();
                    BTIF_TRACE_DEBUG(""Exit hl_select_thread for btif_hl_signal_select_exit"");
 return 0;
 }
 }

            btif_hl_select_monitor_callback(&curr_set, &org_set);
            max_org_s = btif_hl_update_maxfd(max_org_s);
 }
 else
            BTIF_TRACE_DEBUG(""no data, select ret: %d\n"", ret);
 }
    BTIF_TRACE_DEBUG(""leaving hl_select_thread"");
 return 0;
}
","        int ret = select((max_curr_s + 1), &curr_set, NULL, NULL, NULL);
"
